用户id,手机号数量,是否在黑名单中
08fc908bce178cd10cbc61b1b30ce59765d1e7f86e960e2d363b82c7306b0d98,5,0
ceffeaaaef19c4ced28262bc334ac5241c7595354c89bfd6cab0eec6b05448f8,3,0
5ad521a04fa578394408ef72d316b45942c12150accafefb37555241ce498bf3,6,0
e51e9a8246b4ee05bdb27dbf4fc48dd2b4b4a4ff98f5abb2ae827bb912447251,3,0
0348393993694cbda3a7ab758bc0a99310621bef935baea51aa4062216170172,2,0
796d5660b83ec4c6b2d849bd864bc460ea5a23bc4acedc47fe7d8ec409881b3e,7,0
485973ae238938da6f2c4912592906a203fb86fe6363940109e0b63b3d131392,3,0
4068269f8cf04578dbc29dc9441a490cca1f4451484c6736d265f5d8c8079f2a,2,0
64524c22dba76b884438b3f45eb666c5670ecd02985cad104997ede6cae2912a,7,0
2e4f403d0595a6649911bc73e058742a4004a7fde53eed7a36a55182984d1e80,3,0
1283e6107b68d0fedfa547f04550ef22b41ef510dd0f202ad9405325f45e4a99,4,0
21bbcc41dc6d81475277bf28d6169da44c983be8d432f116713f55962a261d4b,3,0
5551060096b5604845abb68713087834d8a099162ae6a4ceeaa71021706af585,5,0
e212df9bc426737b4f203fdd4c7e61ceea479fd2bee8027b459cdb313c2eef3a,9,0
6a32244b8e373d4d9c11c0d5c4a74e838a85ea1915ace2ad189d421f4f61def5,2,0
59711347b7ef63c074b3d3543acd1246d58db15f558b3e11a3edd3ebc7bba7cd,4,0
ff707328f12498f05fea720064c0d118d3ccda7b3497d805d3cbde141bf1464c,7,0
390ae6f670fa729768c1c84aa88fee49d79bf7abc0f2be30128e9d54b4fbb387,3,0
557d6f5208a4b62ed244b27437a800fa93490211c9c34d2d1a4266e24f66e2f4,3,0
05f90a60487fbb442c3e56e310641a972d0cb182096591656619376df7c7d937,4,0
d80f83e4115c3bbf3b955b987641680498329705d182258ec4e0e22d004d43eb,3,0
9399fdb9af614fe6aec957fd3a0f5d3116b83818cbb8e6d3d01e59f92b14eac7,2,0
3775c40e9dcf07d0c19863997becbe30094d5c0ee69186185911be008c125730,2,0
3fbfe16c04dfec93ebf23a56daeed90d55e59be9bd52bc3d2e06fe00c821968a,4,0
9041ee3e85ee182a8ba012daa2d287c987d5ee33cb3a530e0597d2ffc9d74da2,5,0
07790c09e99d3190fafbf4ed50c78a9a89a2531379af7f500628f4227573695e,5,0
65b419e6b86088086c6beabfdc01b4c1eff3fb02042073e72576bd4cd5ad7d89,8,0
3915a02e662014a1c5e5b51d3fe75cc80ab8eddb846f95fab67e09e40881699d,2,0
e98d235eeebfdb2364e5c295f3cc1a707fa6e227d1a3a95c5fb7f7943b2e5592,2,0
824653102426af2e5f99c0b25e33fe433da73259cc5786e7a9f129cf4b2d87fa,2,1
eb1c0f08e6cc28406a814764970ad143742b17bf060d60ed612abbe7f7313696,2,0
660e3b142b39f8eb33c9fcbcc342dec48e56cab084eb078838006d6bb2668861,7,0
624c8cb6db54f1bc6cf182d9208490ba47483248788754fd16e280a29dbced23,7,0
eaee17d295bdb349e834e78a75b485d832d2b6e98cf4e513863a310f93f104ce,2,0
8d9c9b266f846e730dfb4d6414c33d9900654ef07c6843870d53d59b5661d09f,3,0
98ab9f7c2a559e77895d4398c973a23b75c42ec54ac7af1079cb435feaefba81,4,0
aac1b2c888a267be4ef4fc020ffb66792cdd98a98de426502bd516aea5771825,5,0
f034dbb8cc5fa43f2c029bc0496c5c51dbfe7756f70eaa925b8051e2fcd6caa9,2,0
506385f17d289da7613dd293880a9f8c9da27525c2b866dc11c2702331536925,2,0
85c47bd635ec688bb7eba8a92a6d27817cb54fafb7ca746d2e0d1375b86eb1c0,3,0
a8fce154f8791fefdca72a4a902c33415cc533d991985414b890e19a70a2be06,3,0
1f440ee1e2612aee9fc0a95516e4c7601ea9e872460f74f9125e0f93739269d0,4,0
9b744f1fccb801e4722fa54204bbf98b1587653012e8f98362db6cd1f1da8a2f,7,0
b1c69fb1c7a724e0a312e36a19c7da4cce9ae8935888543791967154f06fa5a8,2,0
4cdfb6b6d70b7501bfa63132a23bd21ef109024115c34bc9ddb8167e1650c76f,3,0
c974a6564ed46d314d5ca7867d07db87953d4bdc8b3d3e494902bc480afd06a8,6,0
a02afb0c660d30cec92af6899d48f78f6c3952228601c0ce44fb30bfb36ee647,2,0
0abb3bd7cfccbac2498fb415d55e7ce7c772ef30f14d8c78a889bf7fbe7d1f94,2,0
dfa81091c88519a4c65d212fa1e061f0907d5295b1866bba81b9d0ee806b995c,3,0
a75e1d6355d56ea2a37d31b27f502f743e2b050ddfca0466c965447aee18c1aa,7,0
5cb52ec6ac2ebbca30f608bae557debaca951789271265262632b265bc5fab58,3,0
2293de7c04301199340ddb061192fdbefefd9f36b64f65f0082370cae31d3ba9,3,0
1289e9cad5e1ceb076d8a735ec046e9b1cc7625b9dbc3b76af01b828f34839b6,4,0
1c098385ed05f6ecd2663e211be0c545fb13cb13c4e6af242bfd9b4d4507261a,4,0
775fcfb7de85de180a7650d67fc1374fb8564387dfbd97cda33f9e18029a84ed,4,0
0fff6ca4d3db32b682b49189a49c9e960113fb8622a7a1ebec5bc9c35bcba9b5,4,0
a05ca38d0b24a523d1ebaa1fb6cbbdd86189437cd422520ab59aa79feefb4fdb,4,0
b3dccc4350fe429eddd98b9189a1888047127bb1afbf2e59121a1857ae09accf,2,0
28b58ce7406514ac4c793d0c3e19f24d1a1298bc1bb639d9984051f4fff0000e,2,0
8fa756748987c163c6de7b4cb6247cbdecccafdcdbdc108966702ab53b679299,3,0
4c37764c2b81ac86956c5e3845d550e4a3323fa0d13d9a294568dc4ce9a23350,2,0
2494684e29fc15f9e891056cce27a4c9c47b35aae13120e2dc1bb6bcb6d3ad7c,7,0
54d73c1ada71ad8fe7becc79cd0ecab1350daf7acd35bf2835d0bd120f6a7935,2,0
d6a61b3a25ec1cd95924779fae6dc88530b4b6fc68594d693bea44c2f41fe3f7,3,0
4406f1ddf38544838e50efc5a184ff0ee997e8a122b6ded9a3d78f51609cbdea,2,0
798b53fc4b57dd39875adb377f89eaa704f3b29fd7411cb632b30f1d6dec4a38,3,0
6680154ea05633b6c291c66e8c1d475023dcc5a6b099113ae10f250a3613b294,9,0
aeb70aa4acd02bc7097950ae8df8a224ad3937017e4ecbe8c401b2165495c5ac,7,0
def91d5796ac0e29682483c54b68bd0ddb6d1ef9c405e72c970f467590acce1a,3,0
a46a541bfaec2586c1c30ce94f681e45df5cf2158daf19768739b7b33c2c01b0,2,0
1b32e1962a586abe8ddcca1ac2bef39e23c5ce5fc5ae67224f9987f5335574bc,3,0
29f701bc88dc9798041184526d61211f16b724d6dc3f70f736342439014c99d1,2,0
eb66ffdad91cc1d5e8412acc80a99e7687fa8dd162b07c4234f4e3f7af2cc324,6,0
898a31faa57e851a4ad405e4b2964011f66bfb70dbb00a6a6067436ad0523d31,2,0
012f5662a4e3c993772f589d0802768bfb5556550fa6140ac6ad2835bafd7ea4,2,0
1160db17b916265e863f24c94c4b081725d6be972986f801bf4f8b4b7394a1fb,4,0
e2466c04f2791fdbd49f46e9c65c23359849c61f10dc76385a179c44d1afb4b6,3,0
2b8b30b95f3aacc0eeb80e25f8d7a3d854071fcacb939c2683057acf4692f19d,4,0
9b174994839edaa1425f461054bf3061b2f3bf589648cd4f725b6fa9966b0db3,2,0
dc1dd35d4adcc957c08e3cd700a075a3f1844068d73019f889a25156182d8169,2,0
544a2f4ff7aa9f576925cca864affb3b439030c34697294d510922815d9f23a5,4,0
586253a7c761daabfb10d8589467b5c86c19094952adb370646e5edbc340db0f,3,0
2bd14f9184b1d7b7acab8c2253ed207284af43aa4d56570c46a9ff7bbefe3161,4,0
1b1e9f4e5802c137796cf0fa1733dc69d7ab220dca9435776995c422be19ee61,3,0
2896464714ab63eb45db1f1cf35702b9ee3566dad58e59956d8045daaebb5a96,2,0
0c2d23c20ea087eaf892432362d28ea307b5b6333051be97aed36ccf9e48f570,2,0
fba0b53372d3c43beb7f005407bd9602cb9b30a908294f90be900e0a664622d8,3,0
fdecfc6eaa9844f2b51887e5dad02e955e0730508b1f36e15e54148bc7733764,2,0
c82fb95999ca8bd926e010e9f0285f61f5021f4f5f4713a3c4a569e843280f3b,3,0
17186f7bb3e939f4f3b5c8c548426bc309d169756565f0f3d25535562388fec9,3,0
0625341ad580610bcd024bc6fa7358b9318bfb5e8d4a2c1800b67bbd37105e27,8,0
d9683cb8f3a207f993cf196f439f8329544046635a3003810b2b771c5398f2b9,3,0
ac4472fe230b0634d907b49cc433d6e88c682684980f45a30835b4522dcd2dd7,3,0
7d6a3532250008b0e21b2c0b4c4745a3818c537357449383607aab6701213ae4,2,0
7ca443982c517c43e803e53192fd43d31b090109ea3e2b4364f24f403e35d5dc,4,0
32fecab5b9f67eedefd5ddd0e49b3bc8a1b5ffcecac9a5ad26ddf08864b3d29c,4,0
1be119e6f630f25a44190f8f665c59856a7e6b47e4c44b0fab82d1f80c13acad,2,0
933afe7c59c8752ed689c6bb3d2137f7d00f142f8c9a25aaf3063febc084dd05,3,0
c81825dcbef8db3ed8b9c0cade762bab4b3da5afcfcd670afa4947e8007620cf,2,0
963a769d3186f48ec176a5174d1263eb89a11f38fe9fe6eb4752da5057ed3b0c,3,0
73d09a9c4d912f07c56de17581997d555f290930b885f6e105065d1b4e4d60d4,4,0
8dee5774925b352334915175de7c6e93639cd95656fcdbf799b6d75a6477ba7e,2,0
5984bcef3f4d93d15625d25045d4ac783351a7fd3b58484ee37a0f2737be66d1,5,0
46680e2014f9717a9e6792a4ea8bfbe33ef6a5812485f296eba1e51f177d1d9f,2,0
8c4c406834c118f389fed32e6d1d1116b62e21a47209c37bf355fabc5a38f713,2,0
f2bb956573814a12188044a9f3075bd07c543c978513f749a214fcc5f411c2ea,3,0
0d38fbd3c9812652a7166ca272807798da0038ac81afdc712b7e05cfa77fe875,6,0
39a2d203156e1381f1a033227c23cdfec9f765a75e8b8cd3b227ac20585b93df,5,0
dac6f41c178f65f31304602233b5fe44863165ecc264a971f34f6b4ec757958d,5,0
df3a5a631bc8e19223d2cb7d2ec45b349825142c8c77f2106fb8244c8ede935e,3,0
907158be2534255d098418f268f7421d858edb560811a4be30522beef142dcd3,4,0
faab428ad924bfb179500089765b30f01e1d1bc7fead6c2a0e269d216752283d,5,0
1199054de34bf6ca871acf08a471661e310917976f64ef1ab11ee9811955f31f,2,0
c1d3f3ed1f706e27cba0318dcae6a5c0c7afa98f26d539f5884fa022a4af77c7,4,0
323f20a71dec423c61681de4e210614fbb8d3e9eb80b3f4255aad3a7215dc85a,2,0
aa564a9e4b69783fe0923fd76db10f064adee5472407fc1fb887beb4db7bbe54,8,0
71bc3a7700e644a1aac2e2e8cd13cbd09c6b3093787ecfa2a1d59769729e9669,4,0
63c73464535ce82915d8f072d7b7b01f1d44f0a9c0b388eca38dad51c6d20c01,2,0
c78376003bddf5dfdd7e7c25f830adf50b58e4d043c00ac4e0a4569b885f187c,2,0
d65ce83f4b4bc7018c3b283f2d5fa85e50c5e591c2c766424b0e3c0212f9ffb0,3,0
17564dd25ea8539c1b6f2e753984e34a84975336a32c2aa961cf737ae1c0a70f,8,0
d93c99b34e1682942e77e8945c6539046fc157ece4a37ef8403c9ef762bfbce1,3,0
56cd6fef13dd2745220e6fa9dad8ab8ee0b6039383bc7d7dd96c00281685a513,2,0
2174aa341910d4173762b72e7dafb2b5fc6088476b54834a997ad39cb189e6e4,7,0
85d5272da5cd12e98098c9729037f4d553df5eb65e197a7374410d91ffc4694d,2,0
283e7e4d8478e6b34ab1e6ec8b853fa301410e95a4f3c6b875208510d3b0f98b,3,0
4ba5b9c4908f3308b371fd4bba9d6eeb967ecd9226b4f1d15126d0747c8eb8ef,5,0
55b97567019ab64e07ea9823fff21fb60b07433d9f4e7805bc7b30a359fee391,8,0
d1622ba2965b0417b63d2e2e172aad1ee9af7da45317209bf24682ac459367fc,2,0
103b4479eadde2054901a3f010cad267badced79c5cf0e257bc87b15618f3f11,2,0
8e1fb725fc22445fb762782aef216eddf998b28902bae262ab50deeff7f62edc,5,0
486f562413f2eb956da1b60466abaf499091567174f4e7a7bb4aa5cf580f6a83,2,0
d8a517420e1823b90cbab13b55a8cfccbd44cbfa10f2f013184df5180017fd8a,4,0
549bdeae85a9d7a0f6c1d793bd4de9c537051fe032cd31040e9f70b052ca2598,3,0
fa5ca01d8ff417f0aec1bc6e99ed22077c836b4cd320d9ff79be3bf634427fa5,3,0
7345b5d065aa6c2a217e1d26bb961de67039eeb6468c0737ecb2254c290b9849,3,0
91f4fbf4efb805e0ae09c85ae49174a277af6c85b6b81b91f680e2b5460f34bb,3,0
0606db33d7a75dc0772a7582ab786974cca6ba30e865e91d1f5a13c60743d399,4,0
b01822d06423c09f0c9939218ccea2fb969110c1075689022f584816085dab6c,2,0
39568d2d9012a63974b9f21abb9afe8173aee6602c093e937d1e1d47208ccfe8,2,0
4ba09ff3eeed4abac404ffeaada009401ea7c9f9aeee87fd1b701b25f4087efb,2,0
73915959a3fb8456b646400518dc8ec6aa3d227dc94e7092e61ab83efe71a114,2,0
320fce508cc672ab32ee35aabb67a2a198c89c8f3d91b3ac68dd2edb8bf16f6a,2,0
302803e20e2dbb4a86b8258ae134f595804208c7c0d7c7aa2683e9d2e1125366,3,0
58b4f97d6356400c168252726ba3ee3f45f74426de312bb32b84dd984c79ca31,3,0
7b93e52066fa32727f276cad8ce5e7b1126248538fc85abe19b5f9539ce3b7dc,2,0
04236290ee953f12a73204c6f77be533a71d0d8e74371ceeab412847f23516ff,4,0
61678e03f2a3fe8f22414c5d1254bb5185e0642906f593eedd8746e7f3c7f1f9,2,0
9f0bc5f166b116ddfcc077cebbb70f3c3372809f8d01e74e82c70f1ae560bc93,3,0
18525703ac4a3e983705ac21767e05b1c4bc75f41dfa041f1023850ffe21cdb2,3,0
0bdde40e4f7c2a195d1bb6c2af1f3adbec0a5384bcbabef8a5ace545da63365d,4,0
0fdd1b0da6c4e5f7fbcad8e8bd051d17e31cf588c3464b523033c4ba8485845d,2,0
e5250ee1df3a4cfd5a097be0cf3d90d1152575cc886e1c19670405d4b6635764,2,0
1840a873adcee0b41c4e2c69603043ed4822f5317f032f07e2644366cb580d7a,2,0
ef4855bf8924935a13055086b5e7e044b4365863d0480c0b633734874cbe4720,3,0
e8dff6884c75f2975628c5cbb5803f92f577b5f3ea14d24942ff398f889fa91c,4,0
9e1dfd43a027a95ac7556a4f370ddcae7416353babaf3f0e13dfc70c962b21fb,5,0
77aac52a71281d0344789e4a6da416384db3ca171dba6cf71c659b9b55204d7d,2,0
916c4ea9d6cf1669f5b0d3a859f71388e62b5ef69f145d53897366349a92d219,3,0
5839ec70f69c4133d322cd47476c395ddd3c5b1837b675e4efb897b596cca3c9,3,0
f09e99617a4cfa7d3b1b08b57096c1b520744f710954c77679fe39c1ad8f5cbc,2,0
a2b7cee04980fdb1c55aa909232eb7948f4fc8425ea5b14a2f09006776f6722d,10,0
5efba4ca965f9f1dc0b7e7c39d480d2b201d610d0b4e30b8531369cd80b39f08,3,0
df53f83f9bfdf4b11210270b39e333c7e222895bc4ef0c893bfef0ecbf2836fd,4,0
c26bdcee3e1b02212e0e6d10a32a36558573387a108f2b4b37f6724e0e68335b,2,0
04ee969e2985151109458153d70c398d3aa01db805728f83922149064a18fc8a,5,0
00cc1e1a5ca017a6c4055226c5fbbf06a7087b6aee08f5fc2871fad72d1dcea7,7,0
9516ffede6d745c12cc14d4750c13fc7a154b1d5cb4e09a6e051a2b7716597c8,5,0
7072c07c169c2d3dfeca0c7e0c1ea65586f573c1a3dedda93a46ce78314e7457,3,0
8b0ed2e04072c7004e8a84720979ab32666362a575a07c28bd726b71f9eff70f,2,0
ab2bc86301751c3f7c6908f229250dc19a652d15da2f9a02873cdbd4cd5a2319,4,0
71ed58d3bee4656fa6842f547ac5a6e4ded006042c6ea991214516c4f572cae1,3,0
ca6756271a7bf451940e92fff13ba12f3c012cc440de9fce2385dc0364a51857,5,0
c55ff7c1a785b058550c04f0821536804dea811d71b00d3e0133c41a56aee3a5,2,0
e27a6a4076b3ee42fb01ab5180a5f0fb6060cb8ea03266e4c5abea1053a0004e,2,0
bdcf974a93c1a3d7451909f951f0e2da597df92f760a53c3484d292c1c6c3ba5,2,0
38ce45b8c1da268b7ea2b459bc66da6fd7dd48af61e9a8973e35da933405bbbb,5,0
7851fe73c9fd82892cc3a50becd7d6a79fdeb43a90275d59fbf87df29663ff30,2,0
04d83368918e04e0c44d006bad53bb2d29fb2e6e1ca87a7320eaea86e36a7245,4,0
706117ad732da961ae6eef3b3aec336715cf9ee53f1785adf5bc99542e1dcfa8,3,0
a8e034cbdbf00d48b020527a3f125fe717ed505a2212c576ac9a9a01c4aa5909,5,0
c5dbe1ae7e7f60d9218754c00a10d07f13a0d28a770c82196da79627fb3248ee,3,0
1e0b0c19a555ea3f95b90e750ceada71aa4c12cba7e2e9abfce5295c57c2d0df,3,0
f5eb8cb8105a19bed2c6c71af856be484c66fd20ddb2adae800a7956e7052851,3,0
4dc55624949dd9aa846f24afa9d5a1280b871cddef8351415c153b9bc6bae75c,2,0
d9fa39c94f61eabd83320c9e410e34b4e95c30d84c1bcec87fdafa4194ed9adb,2,0
7d52ea04dd3374a4b4ebb8e8a60871f5c8cef7554311c0a1aee152a6873f645f,6,0
4f4ca05bbf8913cf04e1839a48521a01d7723c8c94fd3be69d5874839df985e8,2,0
57f731bdcd2033f0cc578015da331649c8cf48f951c83b7c566881a8428fbef0,5,0
789f63542463a5e110fa2d47a64bfa2e39d968079adf3d36a54fe95124a6e378,2,0
d9f946b294d88eecb96742fcc398bac6d82fd7c7abfe0586f1f239799cc14688,4,0
b8ffdb9e877e65f5b4f191f43adfdabde992fb6e71aa53555dbe0dac12729c63,2,0
034155a3ac7cc1d059914d30e977e75e5a8a1705b4de621f2d37f50f7fe64720,7,0
be801a035dd122781bce207755f8f174ce3781e6faffeb6ea25a24783fc5aa8d,6,0
87806ea9d55e5a28b0311c22760211b12e274d2c0c4e3c51af307a42d922b581,3,0
ac71f4138d6b75c3e54daeb0ea6ca66b6bad12c7248de18ff7321784e9560cac,6,0
5bce6af552522f696e1280096af48887bfdbd7be4ce7026517a8ab0cb22c3d83,2,0
debee7ba2e99e018b602bf1c99f0d09135daf2455cc071bef4391257911bb4ac,3,0
e7259c367a0ae33d3635ba695bbe9a97ba92ee281fd755db72e8136502fd573f,6,0
52d987b60157160ff10a485bb939800a68bde14d1345f1172e35f91ead41c833,2,0
c578bffb5e3511b8fbbee1a269dedf08d3d426229560149e6562caecbd0a0fd1,5,0
fc8729fb0dc8a5972b80423955e764b5d6ea4ecbe9e39b9e069646e3da185702,3,0
e88f06c95bb4c4db34d527fee9d757ca3c07d46663c96d931a0fee603c0ebcaa,4,0
66a80bc8bdd7061a52e52e380ad20fb934588be439b658316e7bc965640bddb3,4,0
652720c6ae8aef3e9edaa1cf37de8af897e08902e38d5d621774f60f2a179a99,2,0
0c8fe7d84c23be56b86a467871c565a5b48672c329a5e96e19b63aa701437eab,3,0
7e25cbc3541f68dcf665260fa4d8f19c3651c1723a223b1e66e037b92de26112,10,0
a5a7839c2c1e735b7e2716c5141b7c4e1b1ff21a461f58698a9bbc4d1b69aa74,3,0
4f961458550a9d87f2dc1dd5a66d253eb55102b28201a7950c383aa5f0e6ff3b,2,0
2cc01e2664de60e5fb07176fb156bcad436017c069b0dfd2fce8f2c02bcbb61c,6,0
e45cecba237303b73d58c84c88cffe6128608906f608fccbc25aff80fa5182c7,3,0
aeec9a5a2db42bd39493e7cf4f8c370376f1f3b272dbc6b821906d9559052c88,6,0
f7ef7317014d10d78f7306500dc79e878f31dd966262251f3110cef388947854,3,0
860c4d1480130de7f628272763bdbad22fa7d8aaafd4a30c01ca888e83d19a55,2,0
89fa914a0a9d90a8229e76c64f124f7cfbc9a6f5952ae01b2b385929d7272c64,2,0
3eb6dc956fcfbb0a6e9844e2cc2578850db7a5e525c3a62db8258f6b6039d08d,2,0
af9562304bde2ae094ef774b2507329525804c76bde800953c727f8e85369013,4,0
f2ae73fc44912ecf87aa196bfcc266c7d393b476f787983217bfadf6ee6eaba9,6,0
643355b9e72b00c1768163f248a53f47d10b251d5dbed1c8b45c154a76b52fe0,2,0
a34206e451b3bd9052158ca7a2ac843760e1128650bed80ee77793d16ca60b3a,4,0
225e53322b2617467dc4876688c0f1078790c15fb7d5c11c8cdbe653c1d8161a,5,0
678970ec4c2bfc74f078d0f06c165d1ff78c63c6ae3b083f6dbfc8b719fdd24e,3,0
be8ff5ea1b2c162e99b30b7fd5456592260018caf4387c5e95e8326946ec4ea6,6,0
1ee38e92498a80ae49195c37483974e98549219c6760efda4bbf2f9a734364fe,2,0
53a1ee77ae1d3730befe738a7f22867b29e89b80a474db178cf457e733ec7af1,2,0
22164e8774ac1575391cfe94ab7a27490de0225a4204d5a3c74f543cf98071f5,6,0
76e1e815716e69026e56e8f6afc1b400d43f4f8e0e1f5e4efb4968a7b9f9ef02,7,0
af2ac1661faccb943b893834d20307ba19db43506a8a4a96c2d7fd24637d2b1d,3,0
26ced6f2ddab0a0a0599eccb4b16dd2a2ca5f09a5eafba2c322a41a2146b5c73,2,0
199150d397e095be4447595f91755d42e56759fdfcb21c123725af3587d8ed1e,2,0
e5b68f4835987a253f559d38dd1ca93c0b862f3db68fdc83bc21d10e28571a1b,2,0
823b3cd99e49f17b98053663ebaabb01fb86638a959f49b8a713b33f6533c57a,2,0
36e06fa4d17625fdcbcfd88ce19276226ecef1201f51adf3ec5e31e27621938c,2,0
da1475da76c0d4a75684c3aaa6ceee81be7b4a8983b3a59e876c2db27c4be7af,4,0
151061fd0822f65eb15e0347feeee48bca881855079946823c398d03ca6652fc,2,0
0fe050d688e2327d534fca4f5e80e4085a9ad76bd80385e13bb5ec994e181f56,3,0
fb703f377b9e1f3261e155c899e2a1bdb217c9e83da68402015b51405149918b,2,0
c3ce5cdf7ac08d6a6e575321ab5b6497fefa3e204d02a3ca72c8b45f36270f62,3,0
fe4427f6da33d469d143a567aefa11fdc2e3997dd95e3b462cb2d561f653cb83,2,0
6569ac9ee845c74ecba793266624c490207763f73fd6d8917b8015ca58b8354c,8,0
0144292ebe7956580185d2f7f62a237097ca8a946b9c36382255a0464f487ccf,6,0
4e264d2940cac25baebd5d62e6335ee12149de2b0fb62d2c28633c73c8d68918,2,0
f07d1632bd9d9f3aadeb75c04ffea6300967f08f44862c7bd8aecbb3c0e12205,4,0
f6fc4a922b539d6c97d083a7f69073c9c0b24808e124143784cd515acbc4ed9c,2,0
df8d3aefde6bddbab9ed18190188c173e5ac30f7f606c4a8e62885395b47ba23,2,0
0561845493532d861260489b4c706afe9c81e773c1ceb33626f59f893aaba742,10,0
6371d8169fc5912c7d274d3821e92d08335d9be4842b3290b0dc0984f3069754,2,0
7067f4f8ba9f57ad08141d2b204dee2656b1b8abd12ad2acc1802a72df326667,5,0
771581529457b437739d797ba17c9b9691666b797456ff7b2fc76f352ece3b32,4,0
a84f8b36dac94426b8e74a87a2f9c138e0c73da3ed27de79873eb8d2034f7d74,2,0
29fcca8a6542c09ff0de7795cf8ffc462ddc2a750ffcf2df4beeb78664c02707,2,0
5801980ee3ffff3b2aa47393ed41454e3e860d95708d20ab3fcdedeb80706fa5,3,0
790f110281e567ce78c7782187c08801b23fd6e99ed0f27d01d468d6d46d039c,7,0
9173969434bfbc550d3cfe922b85f0c828280649cd07d03ad429973f7949e309,2,0
f75765e1a02bc073481141b6fe52c776bff65e2ef6970c0186f8c3a6128e7c9e,3,0
d8170fb74114d1fd50c8e567fad8763dd0b8c5fa2d0e66c346ec034a1d0baca3,2,0
1c85c29904d32aee83d8515ca1f948d04b3ce16172655277f1c1d1ff2df56e4d,4,0
2698a51ab79b2fca613380bce7f490a44070431255d683f76fd035875c4aee35,3,0
8092e3e47ae85fb0981c7ecd671c5e02dd574ead13bc84bbb1a70f4b3d89a887,3,0
0d30763a1431fee74b69b50a19f00f2420f7683eb30c5648bdcb6b0401b1e5d2,3,0
4a716d69cab7b9f736b2a840170eec05f72f437bd60f66ca23e7114799c29afa,2,0
ac188fe18bdb4a87e572ea77dabb848e7c332edd5a7840127e56fec486feb91f,4,0
a1faca2525ba11d620b44a4ced308c64ec60c167ba2d70084e8aa5282e85ca44,4,0
9c75b877dd0eddfc9531adad824d4e5516feb229665c7f22898d16780ad809af,6,0
124533c9a86c026d8c8606ad9a77e6657499454be111c39859d2adf444dce9fb,3,0
ef861c17a0203d6a8c970087d6b1cc32f5e76cd55ab0c7fc2b966261a013cfd9,5,0
3c9a6803edc4054a345e62e9fe4a8c2c8490307c75b942871af0c9655e130d3c,3,0
c06a3ef2ef233fd096573cac7477d009b11943ce8baa4ca8bccfe9cb6f5c2df1,8,0
8373305cd9bb7db0f2ccb3a804a05fdfacca75f363141f4d7e65b0e70f5ee7b5,3,0
